@Relation programmer-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@Attribute editPercentage numeric
@Attribute debugPercentage numeric
@Attribute navigationPercentage numeric
@Attribute focusPercentage numeric
@Attribute removePercentage numeric
@Attribute webLinkTimes numeric
@Attribute stuck {YES,NO}

%ParticipantAll
%Participant11
@data
1.8518518518518516,94.44444444444444,0.0,0.0,3.7037037037037033,6.0,YES
15.686274509803921,68.62745098039215,3.9215686274509802,11.76470588235294,0.0,0.0,YES
34.090909090909086,56.81818181818182,0.0,0.0,9.090909090909092,0.0,NO
24.528301886792452,62.264150943396224,3.7735849056603774,3.7735849056603774,5.660377358490567,0.0,NO
16.9811320754717,67.9245283018868,0.0,11.320754716981133,3.7735849056603774,0.0,NO
11.11111111111111,81.48148148148148,0.0,0.0,7.4074074074074066,0.0,NO
10.638297872340425,70.2127659574468,4.25531914893617,8.51063829787234,6.382978723404255,0.0,NO
9.615384615384617,80.76923076923077,0.0,7.6923076923076925,1.9230769230769231,0.0,NO
25.49019607843137,66.66666666666666,0.0,0.0,7.8431372549019605,0.0,NO
19.565217391304348,69.56521739130434,0.0,8.695652173913043,2.1739130434782608,0.0,NO
14.545454545454545,72.72727272727273,0.0,10.909090909090908,1.8181818181818181,0.0,NO
36.36363636363637,40.909090909090914,0.0,9.090909090909092,13.636363636363635,0.0,NO
30.434782608695656,60.86956521739131,0.0,0.0,8.695652173913043,0.0,NO
3.8461538461538463,82.6923076923077,0.0,11.538461538461538,1.9230769230769231,0.0,NO
5.88235294117647,74.50980392156863,0.0,15.686274509803921,3.9215686274509802,0.0,NO
17.647058823529413,72.54901960784314,0.0,3.9215686274509802,5.88235294117647,0.0,NO
32.075471698113205,56.60377358490566,0.0,0.0,11.320754716981133,0.0,NO
40.0,32.0,4.0,8.0,16.0,0.0,NO
44.44444444444444,28.888888888888886,6.666666666666667,4.444444444444445,15.555555555555555,5.0,NO
37.77777777777778,40.0,0.0,13.333333333333334,8.88888888888889,0.0,NO
40.816326530612244,51.02040816326531,4.081632653061225,0.0,4.081632653061225,4.0,NO
33.33333333333333,53.333333333333336,0.0,8.88888888888889,4.444444444444445,5.0,NO
17.647058823529413,72.54901960784314,0.0,7.8431372549019605,1.9607843137254901,0.0,NO
20.833333333333336,66.66666666666666,0.0,8.333333333333332,4.166666666666666,0.0,NO
37.254901960784316,56.86274509803921,0.0,0.0,5.88235294117647,0.0,NO
17.857142857142858,64.28571428571429,0.0,17.857142857142858,0.0,0.0,YES
18.867924528301888,64.15094339622641,0.0,15.09433962264151,1.8867924528301887,1.0,NO
25.0,62.5,0.0,5.0,7.5,0.0,NO
32.72727272727273,63.63636363636363,0.0,0.0,3.6363636363636362,0.0,NO
36.53846153846153,51.92307692307693,0.0,3.8461538461538463,7.6923076923076925,0.0,NO
28.57142857142857,61.224489795918366,0.0,4.081632653061225,6.122448979591836,0.0,NO
27.659574468085108,63.829787234042556,0.0,4.25531914893617,4.25531914893617,0.0,NO
28.30188679245283,62.264150943396224,0.0,0.0,9.433962264150944,0.0,NO
26.0,68.0,0.0,0.0,6.0,0.0,NO
42.592592592592595,55.55555555555556,0.0,0.0,1.8518518518518516,0.0,NO
6.0,78.0,0.0,8.0,8.0,0.0,NO
42.857142857142854,48.97959183673469,0.0,0.0,8.16326530612245,0.0,NO
25.0,66.07142857142857,0.0,7.142857142857142,1.7857142857142856,0.0,NO
21.428571428571427,69.64285714285714,0.0,7.142857142857142,1.7857142857142856,0.0,NO
10.526315789473683,73.68421052631578,0.0,14.035087719298245,1.7543859649122806,0.0,NO
20.33898305084746,74.57627118644068,0.0,5.084745762711865,0.0,0.0,NO
13.461538461538462,67.3076923076923,1.9230769230769231,13.461538461538462,3.8461538461538463,2.0,NO
11.538461538461538,73.07692307692307,1.9230769230769231,11.538461538461538,1.9230769230769231,0.0,NO
28.57142857142857,62.5,0.0,0.0,8.928571428571429,0.0,NO
19.298245614035086,70.17543859649122,0.0,7.017543859649122,3.508771929824561,0.0,NO
10.909090909090908,85.45454545454545,0.0,3.6363636363636362,0.0,2.0,NO
19.642857142857142,66.07142857142857,1.7857142857142856,10.714285714285714,1.7857142857142856,0.0,NO
16.9811320754717,77.35849056603774,3.7735849056603774,0.0,1.8867924528301887,0.0,NO
10.714285714285714,82.14285714285714,0.0,3.571428571428571,3.571428571428571,0.0,NO
10.714285714285714,85.71428571428571,0.0,0.0,3.571428571428571,0.0,NO
7.2727272727272725,87.27272727272727,0.0,0.0,5.454545454545454,4.0,YES
21.818181818181817,72.72727272727273,0.0,3.6363636363636362,1.8181818181818181,0.0,YES
18.367346938775512,71.42857142857143,2.0408163265306123,0.0,8.16326530612245,0.0,NO
12.962962962962962,81.48148148148148,0.0,0.0,5.555555555555555,0.0,NO
9.433962264150944,81.13207547169812,0.0,3.7735849056603774,5.660377358490567,0.0,NO
14.814814814814813,75.92592592592592,7.4074074074074066,0.0,1.8518518518518516,0.0,NO
20.0,66.66666666666666,4.444444444444445,4.444444444444445,4.444444444444445,0.0,NO
23.636363636363637,69.0909090909091,0.0,0.0,7.2727272727272725,0.0,NO
29.09090909090909,63.63636363636363,0.0,0.0,7.2727272727272725,0.0,NO
31.48148148148148,64.81481481481481,0.0,3.7037037037037033,0.0,0.0,NO
13.725490196078432,82.35294117647058,0.0,0.0,3.9215686274509802,0.0,NO
17.307692307692307,75.0,0.0,3.8461538461538463,3.8461538461538463,0.0,NO
20.0,72.72727272727273,0.0,0.0,7.2727272727272725,0.0,NO
20.0,74.54545454545455,0.0,0.0,5.454545454545454,0.0,NO
20.37037037037037,79.62962962962963,0.0,0.0,0.0,0.0,NO
38.297872340425535,55.319148936170215,0.0,0.0,6.382978723404255,0.0,NO
14.814814814814813,79.62962962962963,0.0,0.0,5.555555555555555,0.0,NO
31.25,64.58333333333334,0.0,0.0,4.166666666666666,0.0,NO
43.75,43.75,0.0,0.0,12.5,0.0,NO
36.53846153846153,63.46153846153846,0.0,0.0,0.0,0.0,NO
26.666666666666668,62.22222222222222,2.2222222222222223,4.444444444444445,4.444444444444445,0.0,NO
27.659574468085108,59.57446808510638,4.25531914893617,0.0,8.51063829787234,0.0,NO
31.25,41.66666666666667,14.583333333333334,12.5,0.0,0.0,NO
23.91304347826087,67.3913043478261,0.0,0.0,8.695652173913043,0.0,NO
19.565217391304348,69.56521739130434,0.0,0.0,10.869565217391305,0.0,NO
15.09433962264151,83.01886792452831,0.0,0.0,1.8867924528301887,0.0,NO
23.076923076923077,71.15384615384616,0.0,3.8461538461538463,1.9230769230769231,0.0,NO
15.384615384615385,80.76923076923077,1.9230769230769231,0.0,1.9230769230769231,0.0,NO
25.454545454545453,70.9090909090909,0.0,0.0,3.6363636363636362,0.0,NO
15.09433962264151,67.9245283018868,5.660377358490567,11.320754716981133,0.0,0.0,NO
28.888888888888886,64.44444444444444,0.0,0.0,6.666666666666667,0.0,YES
41.86046511627907,46.51162790697674,6.976744186046512,4.651162790697675,0.0,0.0,NO
21.27659574468085,61.702127659574465,12.76595744680851,0.0,4.25531914893617,0.0,NO
4.166666666666666,62.5,16.666666666666664,16.666666666666664,0.0,0.0,NO
%Participant12
0.0,0.0,0.0,0.0,0.0,0.0,NO
57.77777777777777,0.0,2.2222222222222223,26.666666666666668,13.333333333333334,0.0,NO
75.86206896551724,0.0,0.0,0.0,24.137931034482758,0.0,NO
18.181818181818183,0.0,6.8181818181818175,75.0,0.0,10.0,NO
31.57894736842105,56.14035087719298,1.7543859649122806,8.771929824561402,1.7543859649122806,0.0,NO
28.57142857142857,64.28571428571429,0.0,7.142857142857142,0.0,0.0,NO
32.0,56.00000000000001,0.0,8.0,4.0,2.0,NO
43.13725490196079,45.09803921568628,0.0,11.76470588235294,0.0,0.0,NO
54.90196078431373,37.254901960784316,0.0,3.9215686274509802,3.9215686274509802,0.0,NO
45.614035087719294,45.614035087719294,0.0,7.017543859649122,1.7543859649122806,0.0,NO
29.09090909090909,58.18181818181818,0.0,10.909090909090908,1.8181818181818181,0.0,NO
29.629629629629626,70.37037037037037,0.0,0.0,0.0,0.0,NO
43.39622641509434,50.943396226415096,0.0,0.0,5.660377358490567,0.0,NO
45.45454545454545,49.09090909090909,0.0,0.0,5.454545454545454,0.0,NO
49.056603773584904,47.16981132075472,3.7735849056603774,0.0,0.0,0.0,NO
42.592592592592595,50.0,0.0,0.0,7.4074074074074066,0.0,NO
45.65217391304348,50.0,0.0,0.0,4.3478260869565215,0.0,NO
35.18518518518518,59.25925925925925,0.0,0.0,5.555555555555555,1.0,YES
38.297872340425535,23.404255319148938,4.25531914893617,29.78723404255319,4.25531914893617,0.0,NO
52.5,30.0,0.0,10.0,7.5,3.0,NO
30.76923076923077,59.61538461538461,0.0,7.6923076923076925,1.9230769230769231,0.0,NO
17.307692307692307,75.0,0.0,3.8461538461538463,3.8461538461538463,19.0,NO
31.25,37.5,0.0,20.833333333333336,10.416666666666668,2.0,NO
36.734693877551024,42.857142857142854,6.122448979591836,12.244897959183673,2.0408163265306123,0.0,NO
21.568627450980394,68.62745098039215,3.9215686274509802,3.9215686274509802,1.9607843137254901,0.0,NO
34.61538461538461,59.61538461538461,0.0,0.0,5.769230769230769,0.0,NO
27.083333333333332,66.66666666666666,4.166666666666666,0.0,2.083333333333333,0.0,NO
39.58333333333333,54.166666666666664,0.0,0.0,6.25,0.0,NO
32.69230769230769,61.53846153846154,0.0,0.0,5.769230769230769,0.0,NO
33.33333333333333,56.25,0.0,0.0,10.416666666666668,0.0,NO
25.925925925925924,66.66666666666666,0.0,0.0,7.4074074074074066,0.0,NO
22.448979591836736,65.3061224489796,0.0,8.16326530612245,4.081632653061225,0.0,NO
26.53061224489796,61.224489795918366,0.0,8.16326530612245,4.081632653061225,0.0,NO
28.30188679245283,66.0377358490566,0.0,3.7735849056603774,1.8867924528301887,0.0,NO
30.76923076923077,53.84615384615385,0.0,11.538461538461538,3.8461538461538463,0.0,NO
4.166666666666666,68.75,8.333333333333332,16.666666666666664,2.083333333333333,0.0,NO
3.508771929824561,96.49122807017544,0.0,0.0,0.0,0.0,NO
11.538461538461538,80.76923076923077,0.0,3.8461538461538463,3.8461538461538463,0.0,NO
11.864406779661017,88.13559322033898,0.0,0.0,0.0,0.0,NO
15.0,81.66666666666667,0.0,3.3333333333333335,0.0,0.0,YES
11.666666666666666,88.33333333333333,0.0,0.0,0.0,0.0,NO
10.16949152542373,86.4406779661017,0.0,3.389830508474576,0.0,0.0,NO
1.7241379310344827,98.27586206896551,0.0,0.0,0.0,0.0,NO
15.517241379310345,79.3103448275862,0.0,3.4482758620689653,1.7241379310344827,0.0,NO
11.864406779661017,83.05084745762711,0.0,3.389830508474576,1.694915254237288,0.0,NO
15.254237288135593,83.05084745762711,0.0,0.0,1.694915254237288,0.0,NO
15.254237288135593,83.05084745762711,0.0,0.0,1.694915254237288,0.0,NO
3.389830508474576,96.61016949152543,0.0,0.0,0.0,0.0,YES
10.16949152542373,89.83050847457628,0.0,0.0,0.0,0.0,NO
14.035087719298245,82.45614035087719,0.0,0.0,3.508771929824561,0.0,NO
13.559322033898304,84.7457627118644,0.0,0.0,1.694915254237288,0.0,NO
14.035087719298245,82.45614035087719,0.0,0.0,3.508771929824561,0.0,NO
8.47457627118644,91.52542372881356,0.0,0.0,0.0,0.0,NO
15.517241379310345,81.03448275862068,0.0,0.0,3.4482758620689653,0.0,NO
17.24137931034483,79.3103448275862,0.0,0.0,3.4482758620689653,0.0,NO
10.344827586206897,86.20689655172413,0.0,0.0,3.4482758620689653,0.0,NO
3.4482758620689653,96.55172413793103,0.0,0.0,0.0,0.0,YES
22.413793103448278,77.58620689655173,0.0,0.0,0.0,0.0,NO
15.254237288135593,83.05084745762711,0.0,0.0,1.694915254237288,0.0,NO
8.47457627118644,91.52542372881356,0.0,0.0,0.0,0.0,NO
10.16949152542373,89.83050847457628,0.0,0.0,0.0,0.0,NO
18.181818181818183,74.54545454545455,0.0,0.0,7.2727272727272725,0.0,NO
8.620689655172415,87.93103448275862,0.0,0.0,3.4482758620689653,0.0,NO
16.94915254237288,81.35593220338984,0.0,0.0,1.694915254237288,0.0,NO
3.508771929824561,91.22807017543859,3.508771929824561,0.0,1.7543859649122806,0.0,NO
8.771929824561402,91.22807017543859,0.0,0.0,0.0,0.0,NO
18.96551724137931,77.58620689655173,0.0,0.0,3.4482758620689653,0.0,NO
10.0,90.0,0.0,0.0,0.0,0.0,NO
12.068965517241379,84.48275862068965,0.0,0.0,3.4482758620689653,0.0,NO
10.714285714285714,87.5,0.0,0.0,1.7857142857142856,0.0,NO
5.084745762711865,94.91525423728814,0.0,0.0,0.0,0.0,NO
8.333333333333332,91.66666666666666,0.0,0.0,0.0,0.0,NO
8.928571428571429,89.28571428571429,0.0,0.0,1.7857142857142856,0.0,NO
12.068965517241379,84.48275862068965,0.0,0.0,3.4482758620689653,0.0,NO
19.298245614035086,77.19298245614034,0.0,0.0,3.508771929824561,3.0,NO
17.857142857142858,75.0,0.0,3.571428571428571,3.571428571428571,0.0,NO
11.76470588235294,86.27450980392157,0.0,0.0,1.9607843137254901,0.0,NO
6.779661016949152,91.52542372881356,0.0,0.0,1.694915254237288,0.0,NO
8.47457627118644,89.83050847457628,0.0,0.0,1.694915254237288,0.0,NO
13.725490196078432,82.35294117647058,0.0,0.0,3.9215686274509802,0.0,NO
35.13513513513514,59.45945945945946,0.0,5.405405405405405,0.0,0.0,NO
46.15384615384615,48.07692307692308,0.0,0.0,5.769230769230769,14.0,YES
31.372549019607842,52.94117647058824,0.0,11.76470588235294,3.9215686274509802,5.0,NO
32.6530612244898,51.02040816326531,0.0,16.3265306122449,0.0,0.0,NO
23.076923076923077,75.0,0.0,0.0,1.9230769230769231,2.0,YES
27.450980392156865,56.86274509803921,0.0,11.76470588235294,3.9215686274509802,0.0,NO
26.785714285714285,71.42857142857143,0.0,0.0,1.7857142857142856,0.0,NO
33.9622641509434,60.37735849056604,3.7735849056603774,0.0,1.8867924528301887,0.0,NO
15.384615384615385,73.07692307692307,3.8461538461538463,7.6923076923076925,0.0,0.0,NO
28.30188679245283,64.15094339622641,0.0,3.7735849056603774,3.7735849056603774,0.0,NO
30.612244897959183,57.14285714285714,2.0408163265306123,8.16326530612245,2.0408163265306123,0.0,NO
15.09433962264151,75.47169811320755,0.0,0.0,9.433962264150944,0.0,NO
16.363636363636363,76.36363636363637,0.0,0.0,7.2727272727272725,0.0,NO
20.408163265306122,71.42857142857143,0.0,0.0,8.16326530612245,0.0,NO
25.0,75.0,0.0,0.0,0.0,0.0,NO
22.0,60.0,2.0,16.0,0.0,0.0,NO
25.53191489361702,65.95744680851064,4.25531914893617,0.0,4.25531914893617,0.0,NO
34.21052631578947,50.0,7.894736842105263,0.0,7.894736842105263,0.0,NO
17.647058823529413,68.62745098039215,3.9215686274509802,7.8431372549019605,1.9607843137254901,0.0,NO
18.367346938775512,63.26530612244898,2.0408163265306123,8.16326530612245,8.16326530612245,0.0,NO
11.320754716981133,69.81132075471697,0.0,18.867924528301888,0.0,0.0,NO
29.166666666666668,68.75,0.0,0.0,2.083333333333333,0.0,NO
34.0,52.0,0.0,0.0,14.000000000000002,0.0,NO
26.666666666666668,62.22222222222222,0.0,4.444444444444445,6.666666666666667,0.0,NO
33.33333333333333,64.58333333333334,0.0,0.0,2.083333333333333,0.0,NO
38.775510204081634,55.10204081632652,0.0,0.0,6.122448979591836,0.0,NO
40.38461538461539,57.692307692307686,0.0,0.0,1.9230769230769231,0.0,NO
35.08771929824561,61.40350877192983,0.0,0.0,3.508771929824561,0.0,NO
21.428571428571427,71.42857142857143,1.7857142857142856,3.571428571428571,1.7857142857142856,0.0,NO
31.914893617021278,53.191489361702125,2.127659574468085,4.25531914893617,8.51063829787234,0.0,NO
19.230769230769234,65.38461538461539,0.0,11.538461538461538,3.8461538461538463,0.0,NO
20.0,68.0,4.0,8.0,0.0,0.0,NO
%Participant13
0.0,0.0,0.0,0.0,0.0,0.0,NO
48.78048780487805,0.0,2.4390243902439024,24.390243902439025,24.390243902439025,0.0,NO
53.48837209302325,0.0,0.0,41.86046511627907,4.651162790697675,0.0,NO
12.244897959183673,2.0408163265306123,16.3265306122449,69.38775510204081,0.0,0.0,NO
58.82352941176471,35.294117647058826,3.9215686274509802,0.0,1.9607843137254901,0.0,NO
17.24137931034483,82.75862068965517,0.0,0.0,0.0,0.0,NO
19.230769230769234,80.76923076923077,0.0,0.0,0.0,0.0,NO
12.962962962962962,87.03703703703704,0.0,0.0,0.0,8.0,NO
20.0,69.0909090909091,3.6363636363636362,7.2727272727272725,0.0,2.0,NO
12.962962962962962,75.92592592592592,1.8518518518518516,7.4074074074074066,1.8518518518518516,0.0,NO
12.5,82.14285714285714,3.571428571428571,0.0,1.7857142857142856,0.0,NO
10.16949152542373,89.83050847457628,0.0,0.0,0.0,0.0,NO
13.793103448275861,82.75862068965517,3.4482758620689653,0.0,0.0,0.0,NO
15.384615384615385,78.84615384615384,5.769230769230769,0.0,0.0,0.0,NO
5.555555555555555,87.03703703703704,3.7037037037037033,0.0,3.7037037037037033,0.0,NO
7.4074074074074066,81.48148148148148,7.4074074074074066,0.0,3.7037037037037033,0.0,NO
8.620689655172415,89.65517241379311,0.0,0.0,1.7241379310344827,0.0,YES
9.25925925925926,83.33333333333334,1.8518518518518516,0.0,5.555555555555555,4.0,YES
11.76470588235294,74.50980392156863,3.9215686274509802,7.8431372549019605,1.9607843137254901,0.0,NO
14.814814814814813,77.77777777777779,0.0,3.7037037037037033,3.7037037037037033,4.0,NO
18.51851851851852,72.22222222222221,0.0,7.4074074074074066,1.8518518518518516,0.0,NO
18.96551724137931,81.03448275862068,0.0,0.0,0.0,0.0,NO
12.0,82.0,4.0,0.0,2.0,0.0,NO
14.000000000000002,78.0,2.0,0.0,6.0,0.0,NO
5.084745762711865,94.91525423728814,0.0,0.0,0.0,0.0,NO
8.928571428571429,91.07142857142857,0.0,0.0,0.0,0.0,NO
5.172413793103448,93.10344827586206,0.0,0.0,1.7241379310344827,0.0,YES
3.389830508474576,96.61016949152543,0.0,0.0,0.0,0.0,YES
6.666666666666667,93.33333333333333,0.0,0.0,0.0,0.0,YES
6.666666666666667,93.33333333333333,0.0,0.0,0.0,0.0,YES
3.7037037037037033,94.44444444444444,0.0,0.0,1.8518518518518516,0.0,NO
11.864406779661017,88.13559322033898,0.0,0.0,0.0,0.0,NO
5.555555555555555,92.5925925925926,0.0,0.0,1.8518518518518516,0.0,NO
7.142857142857142,92.85714285714286,0.0,0.0,0.0,0.0,NO
6.779661016949152,93.22033898305084,0.0,0.0,0.0,0.0,NO
14.545454545454545,83.63636363636363,0.0,0.0,1.8181818181818181,0.0,NO
6.666666666666667,91.66666666666666,0.0,0.0,1.6666666666666667,0.0,NO
5.0,95.0,0.0,0.0,0.0,0.0,YES
1.8181818181818181,89.0909090909091,0.0,7.2727272727272725,1.8181818181818181,0.0,YES
7.2727272727272725,89.0909090909091,0.0,3.6363636363636362,0.0,0.0,NO
12.5,83.92857142857143,0.0,3.571428571428571,0.0,4.0,NO
1.7241379310344827,93.10344827586206,0.0,3.4482758620689653,1.7241379310344827,5.0,YES
7.2727272727272725,70.9090909090909,0.0,21.818181818181817,0.0,0.0,YES
8.928571428571429,87.5,0.0,3.571428571428571,0.0,0.0,NO
3.7735849056603774,86.79245283018868,3.7735849056603774,3.7735849056603774,1.8867924528301887,0.0,NO
5.084745762711865,93.22033898305084,0.0,0.0,1.694915254237288,0.0,YES
5.0,95.0,0.0,0.0,0.0,0.0,YES
0.0,96.49122807017544,0.0,0.0,3.508771929824561,0.0,YES
5.263157894736842,92.98245614035088,0.0,0.0,1.7543859649122806,0.0,YES
0.0,98.30508474576271,0.0,0.0,1.694915254237288,0.0,YES
3.389830508474576,94.91525423728814,0.0,0.0,1.694915254237288,0.0,YES
5.172413793103448,91.37931034482759,0.0,0.0,3.4482758620689653,0.0,YES
1.6666666666666667,91.66666666666666,0.0,0.0,6.666666666666667,0.0,YES
9.433962264150944,90.56603773584906,0.0,0.0,0.0,0.0,NO
27.659574468085108,44.680851063829785,4.25531914893617,17.02127659574468,6.382978723404255,0.0,NO
14.000000000000002,57.99999999999999,2.0,20.0,6.0,0.0,NO
22.448979591836736,53.06122448979592,0.0,12.244897959183673,12.244897959183673,0.0,NO
12.0,62.0,0.0,18.0,8.0,0.0,NO
11.538461538461538,75.0,0.0,13.461538461538462,0.0,0.0,NO
17.543859649122805,78.94736842105263,0.0,0.0,3.508771929824561,0.0,NO
23.52941176470588,72.54901960784314,0.0,0.0,3.9215686274509802,0.0,NO
28.30188679245283,67.9245283018868,0.0,3.7735849056603774,0.0,0.0,NO
19.230769230769234,67.3076923076923,7.6923076923076925,3.8461538461538463,1.9230769230769231,0.0,NO
15.384615384615385,65.38461538461539,0.0,15.384615384615385,3.8461538461538463,1.0,NO
11.11111111111111,51.85185185185185,3.7037037037037033,29.629629629629626,3.7037037037037033,0.0,NO
20.0,68.0,0.0,8.0,4.0,0.0,NO
14.545454545454545,83.63636363636363,0.0,0.0,1.8181818181818181,0.0,NO
14.035087719298245,84.21052631578947,0.0,0.0,1.7543859649122806,0.0,NO
16.071428571428573,82.14285714285714,0.0,0.0,1.7857142857142856,0.0,YES
7.017543859649122,84.21052631578947,0.0,0.0,8.771929824561402,0.0,YES
10.526315789473683,75.43859649122807,0.0,14.035087719298245,0.0,0.0,NO
13.20754716981132,64.15094339622641,0.0,15.09433962264151,7.547169811320755,0.0,NO
22.0,64.0,4.0,6.0,4.0,0.0,NO
17.647058823529413,52.94117647058824,3.9215686274509802,21.568627450980394,3.9215686274509802,7.0,YES
23.214285714285715,35.714285714285715,0.0,39.285714285714285,1.7857142857142856,0.0,NO
10.909090909090908,81.81818181818183,0.0,3.6363636363636362,3.6363636363636362,0.0,NO
22.413793103448278,58.620689655172406,0.0,3.4482758620689653,15.517241379310345,0.0,NO
0.0,96.66666666666667,0.0,3.3333333333333335,0.0,0.0,NO
8.0,68.0,4.0,20.0,0.0,0.0,NO
%Participant14
0.0,0.0,0.0,0.0,0.0,8.0,YES
20.0,10.0,2.0,68.0,0.0,4.0,NO
37.2093023255814,41.86046511627907,0.0,13.953488372093023,6.976744186046512,0.0,NO
51.162790697674424,39.53488372093023,0.0,0.0,9.30232558139535,0.0,NO
50.943396226415096,47.16981132075472,0.0,0.0,1.8867924528301887,0.0,NO
62.745098039215684,31.372549019607842,0.0,0.0,5.88235294117647,0.0,NO
69.56521739130434,13.043478260869565,6.521739130434782,8.695652173913043,2.1739130434782608,0.0,NO
20.454545454545457,65.9090909090909,4.545454545454546,0.0,9.090909090909092,0.0,NO
41.935483870967744,51.61290322580645,3.225806451612903,0.0,3.225806451612903,6.0,NO
24.444444444444443,57.77777777777777,0.0,13.333333333333334,4.444444444444445,0.0,NO
42.5,37.5,2.5,10.0,7.5,0.0,NO
54.54545454545454,36.36363636363637,2.272727272727273,0.0,6.8181818181818175,0.0,NO
39.62264150943396,56.60377358490566,0.0,0.0,3.7735849056603774,0.0,NO
42.22222222222222,44.44444444444444,2.2222222222222223,4.444444444444445,6.666666666666667,0.0,NO
27.27272727272727,61.36363636363637,2.272727272727273,4.545454545454546,4.545454545454546,0.0,NO
20.37037037037037,72.22222222222221,0.0,0.0,7.4074074074074066,3.0,NO
17.647058823529413,70.58823529411765,0.0,3.9215686274509802,7.8431372549019605,0.0,NO
38.88888888888889,55.55555555555556,0.0,3.7037037037037033,1.8518518518518516,0.0,NO
24.074074074074073,72.22222222222221,0.0,0.0,3.7037037037037033,0.0,NO
15.686274509803921,76.47058823529412,0.0,0.0,7.8431372549019605,0.0,NO
17.24137931034483,48.275862068965516,10.344827586206897,20.689655172413794,3.4482758620689653,0.0,NO
39.58333333333333,50.0,2.083333333333333,2.083333333333333,6.25,3.0,NO
15.384615384615385,78.84615384615384,0.0,1.9230769230769231,3.8461538461538463,0.0,NO
15.517241379310345,81.03448275862068,0.0,0.0,3.4482758620689653,0.0,NO
11.538461538461538,80.76923076923077,7.6923076923076925,0.0,0.0,0.0,NO
14.285714285714285,82.14285714285714,0.0,0.0,3.571428571428571,0.0,NO
19.607843137254903,78.43137254901961,0.0,0.0,1.9607843137254901,0.0,NO
20.754716981132077,67.9245283018868,0.0,3.7735849056603774,7.547169811320755,0.0,NO
22.807017543859647,73.68421052631578,0.0,0.0,3.508771929824561,0.0,NO
21.73913043478261,69.56521739130434,0.0,4.3478260869565215,4.3478260869565215,0.0,NO
58.139534883720934,30.23255813953488,0.0,4.651162790697675,6.976744186046512,0.0,NO
20.454545454545457,56.81818181818182,0.0,20.454545454545457,2.272727272727273,0.0,NO
40.0,46.666666666666664,0.0,6.666666666666667,6.666666666666667,0.0,NO
65.21739130434783,26.08695652173913,0.0,0.0,8.695652173913043,0.0,NO
50.0,44.0,0.0,0.0,6.0,0.0,NO
42.30769230769231,50.0,0.0,0.0,7.6923076923076925,0.0,NO
58.82352941176471,35.294117647058826,0.0,1.9607843137254901,3.9215686274509802,0.0,NO
